"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2373","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5358","0.0-1.0","[{""page_index"":0,""viewing_time"":2969}]","2971","Instructions",""
"","Consent","external-html","2","47095","0.0-2.0","","41508.499999996275","Consent_01","html/consent-neely.html"
