"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3281","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","9297","0.0-1.0","[{""page_index"":0,""viewing_time"":6012}]","6015","Instructions",""
"","Consent","external-html","2","55798","0.0-2.0","","46272","Consent_01","html/consent-neely.html"
