"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":5147}]","5148","Instructions","instructions","0","5149","0.0-0.0",""
"","11710.334999996121","Consent_01","external-html","1","17048","0.0-1.0","html/consent-neely.html"
