"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":6323}]","6323","Instructions","instructions","0","6324","0.0-0.0",""
"","22664.655000087805","Consent_01","external-html","1","29171","0.0-1.0","html/consent-neely.html"
