"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2935","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5754","0.0-1.0","[{""page_index"":0,""viewing_time"":2808}]","2813","Instructions",""
"","Consent","external-html","2","42720","0.0-2.0","","36735.29999982566","Consent_01","html/consent-neely.html"
