"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3063}]","3063","Instructions","instructions","0","3064","0.0-0.0",""
"","25866.70000012964","Consent_01","external-html","1","29096","0.0-1.0","html/consent-neely.html"
