"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":9442}]","9443","Instructions","instructions","0","9444","0.0-0.0",""
"","5426","Consent_01","external-html","1","15405","0.0-1.0","html/consent-neely.html"
