"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","2786","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5121","0.0-1.0","[{""page_index"":0,""viewing_time"":2328}]","2330","Instructions",""
"","Consent","external-html","2","31451","0.0-2.0","","25918","Consent_01","html/consent-neely.html"
