"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":2010}]","2010","Instructions","instructions","0","2021","0.0-0.0",""
"","4608.000000000061","Consent_01","external-html","1","6878","0.0-1.0","html/consent-neely.html"
