"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":17224}]","17225","Instructions","instructions","0","17226","0.0-0.0",""
"","32879","Consent_01","external-html","1","50332","0.0-1.0","html/consent-neely.html"
