"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","1841","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","3959","0.0-1.0","[{""page_index"":0,""viewing_time"":2117}]","2118","Instructions",""
"","Consent","external-html","2","24127","0.0-2.0","","19818.049999999814","Consent_01","html/consent-neely.html"
