"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":3014}]","3019","Instructions","instructions","0","3022","0.0-0.0",""
"","101260.80000004731","Consent_01","external-html","1","104535","0.0-1.0","html/consent-neely.html"
