"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","3464","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","5918","0.0-1.0","[{""page_index"":0,""viewing_time"":2451}]","2451","Instructions",""
"","Consent","external-html","2","14126","0.0-2.0","","7916.5999999968335","Consent_01","html/consent-neely.html"
