"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","5093","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","16347","0.0-1.0","[{""page_index"":0,""viewing_time"":11247}]","11248","Instructions",""
"","Consent","external-html","2","272835","0.0-2.0","","256147","Consent_01","html/consent-neely.html"
