"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":7613}]","7615","Instructions","instructions","0","7621","0.0-0.0",""
"","688843.5399999998","Consent_01","external-html","1","697372","0.0-1.0","html/consent-neely.html"
