"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid"
"true","Goodbye","fullscreen","118","654346","0.0-127.0-0.0","","",""
"","Goodbye","instructions","119","658336","0.0-128.0","[{""page_index"":0,""viewing_time"":3988}]","3989","Instructions"
