"success","procedure","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","trialid","url"
"true","Consent","fullscreen","0","5392","0.0-0.0-0.0","","","",""
"","Consent","instructions","1","10565","0.0-1.0","[{""page_index"":0,""viewing_time"":5172}]","5173","Instructions",""
"","Consent","external-html","2","21646","0.0-2.0","","10865.97000004258","Consent_01","html/consent-neely.html"
