"view_history","rt","trialid","trial_type","trial_index","time_elapsed","internal_node_id","url"
"[{""page_index"":0,""viewing_time"":18991}]","18991","Instructions","instructions","0","18993","0.0-0.0",""
"","16327.015000002575","Consent_01","external-html","1","35545","0.0-1.0","html/consent-neely.html"
