id,SASS_01_RAW,SASS_02_RAW,SASS_03_RAW,SASS_04_RAW,SASS_05_RAW,SASS_06_RAW,SASS_07_RAW,SASS_08_RAW,SASS_09_RAW,SASS_10_RAW,SASS_11_RAW,SASS_12_RAW,SASS_13_RAW,SASS_14_RAW,SASS_15_RAW,SASS_16_RAW,SASS_17_RAW,SASS_18_RAW,SASS_19_RAW,SASS_20_RAW,SASS_21_RAW,SASS_22_RAW,SASS_01_DIR,SASS_02_DIR,SASS_03_DIR,SASS_04_DIR,SASS_05_DIR,SASS_06_DIR,SASS_07_DIR,SASS_08_DIR,SASS_09_DIR,SASS_10_DIR,SASS_11_DIR,SASS_12_DIR,SASS_13_DIR,SASS_14_DIR,SASS_15_DIR,SASS_16_DIR,SASS_17_DIR,SASS_18_DIR,SASS_19_DIR,SASS_20_DIR,SASS_21_DIR,SASS_22_DIR,SASS_RAW_NA,SASS_DIR_NA,SASS_DIRt
lk413xaxgg,No,NA,Poco,Poco de gozo,Mucho,Buena,Nunca,Insatisfactorio,Algunas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,NA,1,1,3,2,0,0,2,2,2,3,3,2,0,3,3,2,3,2,3,3,1,1,40
lk6fvdhr1c,Si,Medianamente,NA,Algo de gozo,Medianamente,Insatisfactoria,Frecuentemente,Bueno,Pocas personas?,Pasivamente?,Justa,Algún valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Mucho,Siempre,A veces,Moderadamente,A veces,Moderadamente,NA,2,NA,2,2,0,2,2,1,0,1,2,1,2,0,3,3,0,2,2,2,2,1,1,31
llgj095pu7,Si,Poco,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Pocas personas?,Moderadamente?,Justa,Gran valor,Raramente,Siempre,Para nada,No mucho,Levemente,A veces,A veces,No mucho,A veces,Muchísimo,NA,1,NA,2,3,2,3,3,1,2,1,3,1,3,0,1,1,2,2,1,2,3,1,1,37
lm4z7legcn,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Moderadamente,Moderadamente,Nunca,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,2,3,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,1,1,48
lol45haopn,Si,Mucho,NA,Algo de gozo,Poco,Justa,Raramente,Justo,Algunas personas?,Moderadamente?,Justa,Algún valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,2,1,1,1,1,2,2,1,2,2,3,1,2,2,2,2,2,2,2,1,1,36
lortfmjfk7,Si,Medianamente,NA,Algo de gozo,Mucho,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,2,NA,2,3,1,2,2,2,2,2,3,3,3,1,2,3,2,3,2,2,2,1,1,44
lpj9orydr1,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Para nada,Mucho,Moderadamente,A veces,A veces,Mucho,Nunca,Muchísimo,NA,NA,2,2,3,3,3,3,2,2,3,3,3,2,0,3,2,2,2,3,3,3,1,1,49
lu1dv4leyk,No,NA,Mucho,Algo de gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Pocas personas?,Pasivamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Moderadamente,A veces,A veces,No mucho,Nunca,Muchísimo,NA,NA,3,2,3,3,2,3,1,0,2,3,2,2,1,1,2,2,2,1,3,3,1,1,41
lvvpxnxlys,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,1,3,3,2,2,2,3,2,3,1,2,2,2,3,2,3,2,1,1,47
lxctvu1c02,Si,Medianamente,NA,Algo de gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Justa,Algún valor,A menudo,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,A veces,Mucho,A menudo,Moderadamente,NA,2,NA,2,3,0,3,2,2,2,1,2,2,2,0,3,3,2,2,3,1,2,1,1,39
lxsndxatt7,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,2,2,2,2,2,3,3,2,2,1,3,3,2,2,2,2,2,1,1,46
ly9bxj6cdt,No,NA,Medianamente,Algo de gozo,Mucho,Insatisfactoria,Raramente,Justo,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A veces,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,0,1,1,2,2,2,3,2,2,2,3,3,2,2,3,2,2,1,1,41
lyxjz8zf1d,Si,Mucho,NA,Mucho gozo,Mucho,Insatisfactoria,Muy frecuente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,Nunca,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,0,3,1,2,2,2,3,2,2,1,3,3,2,3,2,3,2,1,1,45
lzkddv9ygz,Si,Mucho,NA,Mucho gozo,Medianamente,Justa,Muy frecuente,Bueno,Muchas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Mucho,A menudo,Moderadamente,NA,3,NA,3,2,1,3,2,3,2,3,3,2,2,1,2,2,2,3,3,1,2,1,1,45
m0l112jluu,Si,Mucho,NA,Algo de gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,No mucho,Mucho,A menudo,A veces,Mucho,A menudo,Moderadamente,NA,3,NA,2,3,3,3,3,3,2,3,3,2,2,2,1,3,1,2,3,1,2,1,1,47
m2rwlv1o7r,No,NA,Medianamente,Algo de gozo,Poco,Insatisfactoria,Frecuentemente,Insatisfactorio,Pocas personas?,Pasivamente?,Justa,Gran valor,Raramente,Siempre,Para nada,No mucho,Mucho,A menudo,A veces,Moderadamente,Siempre,No mucho,NA,NA,2,2,1,0,2,0,1,0,1,3,1,3,0,1,3,1,2,2,0,1,1,1,26
m3nvb0mdk2,No,NA,Medianamente,Nada de gozo,Medianamente,Insatisfactoria,Nunca,Insatisfactorio,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Mucho,A veces,A menudo,Mucho,A veces,Muchísimo,NA,NA,2,0,2,0,0,0,2,2,2,3,2,3,1,2,3,2,1,3,2,3,1,1,35
m3t362fswf,Si,Mucho,NA,Mucho gozo,Nada,Insatisfactoria,Frecuentemente,Insatisfactorio,Pocas personas?,Pasivamente?,Insatisfactoria,Poco valor,Raramente,Siempre,Para nada,No mucho,Mucho,A menudo,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,0,0,2,0,1,0,0,1,1,3,0,1,3,1,2,2,2,2,1,1,27
m5sf2qf1vp,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Muy buena,Gran valor,A menudo,Siempre,Para nada,No mucho,Moderadamente,A menudo,Nunca,Mucho,Nunca,No mucho,NA,NA,2,2,3,2,2,2,2,0,3,3,2,3,0,1,2,1,3,3,3,1,1,1,40
m80x4dsr8z,No,NA,Poco,Poco de gozo,Poco,Justa,Raramente,Justo,Pocas personas?,Moderadamente?,Justa,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Levemente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,30
m8aj1q7u7z,Si,Medianamente,NA,Poco de gozo,Mucho,Muy buena,Raramente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Poco valor,A menudo,Raramente,Para nada,Mucho,Mucho,A veces,Nunca,Moderadamente,A menudo,No mucho,NA,2,NA,1,3,3,1,3,2,2,2,1,2,1,0,3,3,2,3,2,1,1,1,1,38
mdqed1fdwk,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,Nunca,Moderadamente,Nunca,Muchísimo,NA,3,NA,3,3,2,2,3,2,2,2,3,1,2,1,3,3,2,3,2,3,3,1,1,48
meban1falw,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Bueno,Algunas personas?,Muy activamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Moderadamente,A menudo,A veces,Mucho,A veces,Muchísimo,NA,2,NA,2,3,2,3,2,2,3,2,3,2,2,2,3,2,1,2,3,2,3,1,1,46
mg6sctr2dz,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Mucho,Mucho,A veces,Nunca,Mucho,A veces,Moderadamente,NA,3,NA,3,3,3,3,3,3,2,3,3,2,2,1,3,3,2,3,3,2,2,1,1,52
mh5lcu5d2w,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Muy frecuente,Bueno,Pocas personas?,Pasivamente?,Muy buena,Algún valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Levemente,A veces,A veces,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,1,3,2,1,0,3,2,2,2,1,2,1,2,2,2,2,3,1,1,40
mhc9yg2psp,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,A menudo,Siempre,Moderadamente,Moderadamente,Levemente,A veces,Nunca,Mucho,Nunca,Moderadamente,NA,2,NA,2,3,2,3,3,2,2,2,2,2,3,2,2,1,2,3,3,3,2,1,1,46
mhqqyow3sc,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Moderadamente,Moderadamente,Nunca,Nunca,Mucho,A veces,Muchísimo,NA,2,NA,2,3,2,3,3,2,2,3,3,3,3,1,2,2,3,3,3,2,3,1,1,50
mhzb4pp3nu,Si,Mucho,NA,Mucho gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Pocas personas?,Activamente?,Buena,Algún valor,A menudo,Raramente,Levemente,Moderadamente,Mucho,A menudo,A veces,Moderadamente,A menudo,Muchísimo,NA,3,NA,3,3,0,3,2,1,2,2,2,2,1,1,2,3,1,2,2,1,3,1,1,39
mjw4v5xpq3,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,A menudo,Moderadamente,NA,3,NA,3,3,2,2,2,3,3,3,3,3,3,2,3,3,2,2,2,1,2,1,1,50
mklnzbczej,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Frecuentemente,Bueno,Algunas personas?,Muy activamente?,Muy buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,2,3,3,2,2,2,3,3,3,2,3,1,3,3,2,2,2,2,2,1,1,47
mlxr5d1d2y,Si,Poco,NA,Algo de gozo,Medianamente,Insatisfactoria,Frecuentemente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Para nada,Mucho,Mucho,A veces,Nunca,Moderadamente,Nunca,No mucho,NA,1,NA,2,2,0,2,1,2,2,2,3,1,2,0,3,3,2,3,2,3,1,1,1,37
mmlgc56fpd,Si,Medianamente,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,A veces,Nunca,Mucho,Nunca,Muchísimo,NA,2,NA,2,3,3,2,2,3,2,3,3,3,2,2,2,3,2,3,3,3,3,1,1,51
mnenahu3bb,No,NA,Nada,Nada de gozo,Nada,Insatisfactoria,Raramente,Justo,Pocas personas?,Pasivamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Moderadamente,Levemente,A veces,A veces,Mucho,Siempre,Moderadamente,NA,NA,0,0,0,0,1,1,1,0,2,2,2,3,0,2,1,2,2,3,0,2,1,1,24
mnop0qhmnb,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,Nunca,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,1,1,57
mpw7pg3rjp,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Algún valor,A menudo,Siempre,Completamente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,2,NA,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,1,1,44
mpyxopo3fs,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Muy frecuente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,Muy a menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,Nunca,Nunca,Moderadamente,Nunca,Muchísimo,NA,2,NA,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,3,1,1,47
mr175jw51m,Si,Mucho,NA,Algo de gozo,Mucho,Justa,Raramente,Bueno,Pocas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,2,3,1,1,2,1,2,2,3,2,2,2,3,2,2,3,2,2,2,1,1,42
mr3jc4fv92,Si,Medianamente,NA,Poco de gozo,Medianamente,Justa,Raramente,Bueno,Algunas personas?,Moderadamente?,Justa,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,2,NA,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,36
mur2ekfn27,No,NA,Mucho,Poco de gozo,Medianamente,Insatisfactoria,Frecuentemente,Bueno,Pocas personas?,Moderadamente?,Insatisfactoria,Poco valor,Raramente,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,Siempre,A menudo,Moderadamente,Siempre,No mucho,NA,NA,3,1,2,0,2,2,1,2,0,1,1,2,1,2,3,0,1,2,0,1,1,1,27
mw2agk46s6,No,NA,Medianamente,Algo de gozo,Mucho,Insatisfactoria,Raramente,Bueno,Pocas personas?,Moderadamente?,Insatisfactoria,Gran valor,Raramente,Siempre,Para nada,Mucho,Levemente,Siempre,Siempre,Mucho,A veces,Moderadamente,NA,NA,2,2,3,0,1,2,1,2,0,3,1,3,0,3,1,0,0,3,2,2,1,1,31
mxszqdfg90,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Raramente,Justo,Muchas personas?,Muy activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Mucho,Mucho,A menudo,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,3,2,2,1,1,3,3,2,2,2,2,2,3,3,1,2,2,2,2,1,1,43
n0s6km3dmv,Si,Mucho,NA,Algo de gozo,Medianamente,Insatisfactoria,Frecuentemente,Bueno,Algunas personas?,Pasivamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Mucho,Nunca,Nunca,Mucho,A veces,Moderadamente,NA,3,NA,2,2,0,2,2,2,0,2,3,2,2,2,2,3,3,3,3,2,2,1,1,42
n1wflyf6fy,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Algún valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Mucho,Nunca,Muchísimo,NA,3,NA,3,2,2,2,3,2,2,3,2,2,3,2,3,3,2,3,3,3,3,1,1,51
n39d5quo08,Si,Mucho,NA,Mucho gozo,Poco,Insatisfactoria,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Moderadamente,A veces,Nunca,Mucho,Nunca,Muchísimo,NA,3,NA,3,1,0,3,3,2,2,3,3,3,3,1,3,2,2,3,3,3,3,1,1,49
n44bvj1cuw,Si,Medianamente,NA,Algo de gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,No mucho,Levemente,A menudo,Nunca,No mucho,Nunca,Moderadamente,NA,2,NA,2,3,3,2,3,2,2,2,3,2,2,1,1,1,1,3,1,3,2,1,1,41
n4magox9t5,No,NA,Medianamente,Algo de gozo,Mucho,Muy buena,Muy frecuente,Bueno,Algunas personas?,Pasivamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Para Nada,A veces,A veces,Moderadamente,A menudo,Moderadamente,NA,NA,2,2,3,3,3,2,2,0,2,2,2,2,0,2,0,2,2,2,1,2,1,1,36
n8dyyeo9kq,Si,Mucho,NA,Mucho gozo,Mucho,Justa,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,Nunca,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,1,3,3,2,2,3,3,2,2,1,2,3,3,3,2,2,3,1,1,49
n9bu8pu6vr,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Justo,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,La mayor parte del tiempo,Para nada,No mucho,Moderadamente,A veces,A veces,Mucho,A veces,Moderadamente,NA,NA,2,2,3,2,2,1,2,2,2,3,1,2,0,1,2,2,2,3,2,2,1,1,38
ndrc3vk9xg,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Muy activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Moderadamente,Siempre,Moderadamente,NA,3,NA,3,3,2,3,3,3,3,3,3,3,3,2,3,3,2,3,2,0,2,1,1,52
ngvv3bmtvu,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Completamente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,3,2,2,2,2,2,2,3,2,3,3,3,3,2,3,2,2,3,1,1,50
nhkg5hcu0d,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,Nunca,Mucho,A veces,Muchísimo,NA,NA,2,2,3,2,3,3,3,2,3,3,2,3,2,3,3,2,3,3,2,3,1,1,52
nlg5kmqtj8,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Pocas personas?,Moderadamente?,Muy buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,Nunca,Nunca,Mucho,Nunca,Muchísimo,NA,3,NA,3,2,2,3,3,1,2,3,3,2,3,2,3,3,3,3,3,3,3,1,1,53
nof7q5pmem,Si,Mucho,NA,Mucho gozo,Mucho,Muy buena,Muy frecuente,Muy bueno,Algunas personas?,Moderadamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Levemente,Mucho,Mucho,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,3,NA,3,3,3,3,3,2,2,3,3,3,3,1,3,3,2,3,2,2,2,1,1,52
nqlwg64fjr,Si,Medianamente,NA,Algo de gozo,Mucho,Buena,Muy frecuente,Bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,Siempre,Completamente,Mucho,Mucho,Nunca,A veces,Moderadamente,Siempre,Muchísimo,NA,2,NA,2,3,2,3,2,3,2,3,3,2,3,3,3,3,3,2,2,0,3,1,1,49
nqtb2q6wuf,Si,Mucho,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Bueno,Pocas personas?,Pasivamente?,Justa,Algún valor,A menudo,Siempre,Para nada,Mucho,Mucho,A veces,A veces,Mucho,A veces,Moderadamente,NA,3,NA,2,2,2,2,2,1,0,1,2,2,3,0,3,3,2,2,3,2,2,1,1,39
nt4t64c5uv,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Justa,Algún valor,A menudo,La mayor parte del tiempo,Para nada,Mucho,Moderadamente,A menudo,A menudo,Mucho,A menudo,Moderadamente,NA,2,NA,2,2,2,3,2,2,2,1,2,2,2,0,3,2,1,1,3,1,2,1,1,37
nurgsbbnrs,No,NA,Medianamente,Algo de gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Algunas personas?,Pasivamente?,Buena,Gran valor,A menudo,Raramente,Para nada,Moderadamente,Moderadamente,A veces,A veces,Moderadamente,Siempre,Moderadamente,NA,NA,2,2,3,0,3,2,2,0,2,3,2,1,0,2,2,2,2,2,0,2,1,1,34
nwfhqlao59,Si,Mucho,NA,Mucho gozo,Medianamente,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,La mayor parte del tiempo,Levemente,Moderadamente,Mucho,Siempre,A veces,Mucho,Nunca,Muchísimo,NA,3,NA,3,2,1,2,2,2,2,2,3,2,2,1,2,3,0,2,3,3,3,1,1,43
nx2slsz5aw,Si,Medianamente,NA,Algo de gozo,Medianamente,Buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Buena,Algún valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Moderadamente,A veces,Nunca,No mucho,Nunca,Moderadamente,NA,2,NA,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,3,2,1,1,42
nxua3b6twm,Si,Mucho,NA,Algo de gozo,Mucho,Insatisfactoria,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Para nada,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,3,NA,2,3,0,3,2,2,2,2,3,2,3,0,3,3,2,2,2,2,2,1,1,43
o1b3p1y713,Si,Poco,NA,Poco de gozo,Poco,Justa,Frecuentemente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,Raramente,Siempre,Para nada,Mucho,Mucho,A menudo,A veces,Mucho,A menudo,Moderadamente,NA,1,NA,1,1,1,2,2,2,2,2,3,1,3,0,3,3,1,2,3,1,2,1,1,36
o1xz6y2e60,Si,Mucho,NA,Mucho gozo,Medianamente,Buena,Muy frecuente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Moderadamente,A veces,Muchísimo,NA,3,NA,3,2,2,3,3,2,2,2,3,2,3,1,2,2,2,3,2,2,3,1,1,47
o4l82t8gwv,No,NA,Medianamente,Algo de gozo,Mucho,Insatisfactoria,Frecuentemente,Insatisfactorio,Algunas personas?,Activamente?,Muy buena,Gran valor,Muy a menudo,Siempre,Para nada,No mucho,Para Nada,A menudo,Nunca,Mucho,Siempre,Moderadamente,NA,NA,2,2,3,0,2,0,2,2,3,3,3,3,0,1,0,1,3,3,0,2,1,1,35
o6oggeupn3,No,NA,Mucho,Mucho gozo,Mucho,Muy buena,Frecuentemente,Muy bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Moderadamente,A veces,Nunca,Moderadamente,A veces,Moderadamente,NA,NA,3,3,3,3,2,3,2,2,2,3,2,3,2,3,2,2,3,2,2,2,1,1,49
o9zq3vjjf2,Si,Mucho,NA,Mucho gozo,Medianamente,Insatisfactoria,Muy frecuente,Muy bueno,Algunas personas?,Pasivamente?,Buena,Algún valor,A menudo,Siempre,Para nada,Para nada,Mucho,A veces,Nunca,Mucho,A menudo,Moderadamente,NA,3,NA,3,2,0,3,3,2,0,2,2,2,3,0,0,3,2,3,3,1,2,1,1,39
oc5qjk883o,No,NA,Medianamente,Nada de gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Muy buena,Gran valor,A menudo,La mayor parte del tiempo,Moderadamente,Moderadamente,Para Nada,A veces,Nunca,Mucho,Siempre,No mucho,NA,NA,2,0,3,2,3,3,3,2,3,3,2,2,2,2,0,2,3,3,0,1,1,1,41
od6ez66mns,Si,Mucho,NA,Mucho gozo,Poco,Justa,Raramente,Insatisfactorio,Muchas personas?,Moderadamente?,Justa,Gran valor,A menudo,La mayor parte del tiempo,Para nada,Moderadamente,Levemente,A menudo,A menudo,Moderadamente,A veces,No mucho,NA,3,NA,3,1,1,1,0,3,2,1,3,2,2,0,2,1,1,1,2,2,1,1,1,32
odkg94goc9,No,NA,Medianamente,Algo de gozo,Medianamente,Insatisfactoria,Muy frecuente,Bueno,Algunas personas?,Moderadamente?,Buena,Gran valor,A menudo,Siempre,Levemente,Mucho,Mucho,A veces,A veces,Moderadamente,A veces,Moderadamente,NA,NA,2,2,2,0,3,2,2,2,2,3,2,3,1,3,3,2,2,2,2,2,1,1,42
oeyhopaj75,No,NA,Medianamente,Algo de gozo,Mucho,Buena,Frecuentemente,Muy bueno,Algunas personas?,Moderadamente?,Buena,Algún valor,Muy a menudo,Siempre,Levemente,Moderadamente,Moderadamente,A veces,Nunca,Mucho,A veces,Moderadamente,NA,NA,2,2,3,2,2,3,2,2,2,2,3,3,1,2,2,2,3,3,2,2,1,1,45
of2z3m0trq,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Muy frecuente,Muy bueno,Muchas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Mucho,Mucho,A veces,A veces,Moderadamente,Nunca,Moderadamente,NA,3,NA,3,3,2,3,3,3,2,2,3,2,3,2,3,3,2,2,2,3,2,1,1,51
oflr6gjy7l,Si,Mucho,NA,Mucho gozo,Mucho,Buena,Frecuentemente,Bueno,Algunas personas?,Activamente?,Buena,Gran valor,A menudo,Siempre,Moderadamente,Moderadamente,Mucho,A veces,Nunca,Moderadamente,Nunca,No mucho,NA,3,NA,3,3,2,2,2,2,2,2,3,2,3,2,2,3,2,3,2,3,1,1,1,47
