id,PSS_01_RAW,PSS_02_RAW,PSS_03_RAW,PSS_04_RAW,PSS_05_RAW,PSS_06_RAW,PSS_07_RAW,PSS_08_RAW,PSS_09_RAW,PSS_10_RAW,PSS_11_RAW,PSS_12_RAW,PSS_13_RAW,PSS_14_RAW,PSS_01_DIR,PSS_02_DIR,PSS_03_DIR,PSS_04_DIR,PSS_05_DIR,PSS_06_DIR,PSS_07_DIR,PSS_08_DIR,PSS_09_DIR,PSS_10_DIR,PSS_11_DIR,PSS_12_DIR,PSS_13_DIR,PSS_14_DIR,PSS_RAW_NA,PSS_DIR_NA,PSS_DIRt
48d0zwqrrz,Casi nunca,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Nunca,1,1,2,0,1,0,0,1,1,2,2,2,1,0,0,0,14
49t8wtq8vq,De vez en cuando,Casi nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,A menudo,Muy a menudo,Nunca,2,1,1,1,0,0,0,1,1,0,1,3,0,0,0,0,11
4bbc9tyubj,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Nunca,De vez en cuando,Muy a menudo,Casi nunca,Muy a menudo,2,1,4,2,2,2,2,3,2,4,2,4,3,4,0,0,37
4erkm6ghx5,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,De vez en cuando,Casi nunca,1,2,2,2,2,2,2,2,2,3,3,1,2,1,0,0,27
4ffwfstz9n,A menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Casi nunca,A menudo,A menudo,3,3,4,2,2,3,3,3,2,2,4,1,1,3,0,0,36
4o8k81tjnm,Casi nunca,Nunca,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,Nunca,1,0,2,1,2,0,0,0,0,1,2,2,0,0,0,0,11
4qqpa1z4ok,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,Casi nunca,Casi nunca,A menudo,Muy a menudo,A menudo,Casi nunca,3,3,2,2,1,1,2,1,3,3,3,4,1,1,0,0,30
4tangf5m2x,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Casi nunca,2,2,3,1,1,0,0,1,1,2,1,2,1,1,0,0,18
4vc2mzdc4w,Casi nunca,De vez en cuando,Muy a menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,Casi nunca,1,2,4,1,1,1,1,2,1,1,2,4,0,1,0,0,22
4y80ydll2f,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,1,2,4,0,0,0,1,3,0,1,2,3,3,2,0,0,22
51hljkccpr,De vez en cuando,Nunca,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Nunca,2,0,2,0,2,0,0,0,0,1,1,2,1,0,0,0,11
52sdo4ywuc,Casi nunca,A menudo,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,1,3,1,3,3,1,1,1,1,1,1,2,1,1,0,0,21
52xf1jf34a,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,1,2,1,2,1,1,1,2,1,2,1,4,0,1,0,0,20
55chz3kw8e,De vez en cuando,Casi nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,2,1,2,1,2,1,1,1,1,2,2,2,1,3,0,0,22
566zwesa4u,Casi nunca,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,Muy a menudo,Casi nunca,1,1,2,0,0,0,1,1,1,1,1,3,0,1,0,0,13
57sfa6s28l,De vez en cuando,Casi nunca,Casi nunca,De vez en cuando,A menudo,Casi nunca,Muy a menudo,Nunca,De vez en cuando,Casi nunca,A menudo,Casi nunca,Casi nunca,A menudo,2,1,1,2,1,3,0,0,2,3,3,1,3,3,0,0,25
58g65e3v8f,Nunca,Nunca,Nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Muy a menudo,Muy a menudo,Nunca,Casi nunca,Muy a menudo,Nunca,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
59623043,A menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,3,3,4,1,1,2,2,3,2,2,2,3,2,3,0,0,33
59u2aq01p4,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,A menudo,Casi nunca,2,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,17
5dq4cq8cb9,A menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,3,3,4,1,1,1,1,3,1,2,3,4,2,2,0,0,31
5lhjf3f5pf,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,1,2,3,2,0,0,1,4,0,2,2,4,2,3,0,0,26
5mdboqub11,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,2,1,1,1,1,2,1,2,2,3,1,1,0,0,22
5mmjpwp6p4,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,2,1,3,1,1,1,1,2,1,2,2,3,1,1,0,0,22
5pxewmyh54,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,A menudo,Nunca,2,3,2,1,1,0,1,1,3,1,2,3,1,0,0,0,21
5qu3gam1mn,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,Muy a menudo,A menudo,Casi nunca,2,2,2,1,1,1,1,1,1,2,1,4,1,1,0,0,21
5rxe1wy6bk,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,A menudo,A menudo,4,2,3,2,2,2,1,3,2,3,2,4,1,3,0,0,34
5s4c08b3ze,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,3,4,4,1,1,2,2,4,2,3,4,4,1,4,0,0,39
5s9fd2uwmb,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,A menudo,Nunca,Casi nunca,De vez en cuando,De vez en cuando,Nunca,2,2,2,1,1,0,1,1,1,4,1,2,2,0,0,0,20
5sul0uzgnz,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,2,2,2,1,0,0,1,1,1,1,2,3,1,1,0,0,18
5te70nks2d,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,Muy a menudo,A menudo,Casi nunca,2,1,2,1,1,1,1,2,1,3,2,4,1,1,0,0,23
5waf6pr99j,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,A menudo,A menudo,4,4,4,0,1,2,2,3,1,2,4,3,1,3,0,0,34
5ysz1t80sp,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,Casi nunca,A menudo,Muy a menudo,A menudo,Muy a menudo,4,3,4,2,1,2,1,4,2,3,3,4,1,4,0,0,38
5zqneztnb5,De vez en cuando,Nunca,De vez en cuando,Muy a menudo,A menudo,Muy a menudo,A menudo,Casi nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,2,0,2,0,1,0,1,1,0,1,2,3,2,2,0,0,17
649wwbc46k,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,3,3,2,1,1,0,0,1,1,2,1,3,1,1,0,0,20
650415rgao,De vez en cuando,Nunca,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Nunca,2,0,2,1,0,0,0,3,1,1,1,4,1,0,0,0,16
65rmkpqenl,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,3,3,3,0,0,1,1,2,0,3,4,4,1,2,0,0,27
664pp6q41o,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,1,1,2,1,1,1,1,2,2,2,1,3,1,1,0,0,20
68041813,Nunca,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,0,1,3,1,2,2,3,2,2,2,2,3,1,2,0,0,26
6bz6uag4dk,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,De vez en cuando,A menudo,Muy a menudo,Casi nunca,2,2,2,1,1,1,1,1,1,3,2,3,0,1,0,0,21
6ckerhy17c,Nunca,Nunca,Casi nunca,A menudo,A menudo,Muy a menudo,A menudo,Nunca,Muy a menudo,Nunca,Nunca,De vez en cuando,A menudo,Nunca,0,0,1,1,1,0,1,0,0,4,0,2,1,0,0,0,11
6dn3lk6muo,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Nunca,A menudo,Casi nunca,A menudo,2,1,4,2,2,1,2,2,2,3,0,3,3,3,0,0,30
6eaebmhr54,De vez en cuando,De vez en cuando,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,2,2,4,0,1,0,1,3,1,3,4,4,2,4,0,0,31
6fds5u6mcv,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,1,1,2,2,2,1,1,1,1,2,2,2,2,1,0,0,21
6fgblhs912,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,2,2,2,2,1,1,1,2,1,2,2,2,3,1,0,0,24
6l3wnmfvn0,Casi nunca,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Nunca,Nunca,Muy a menudo,Nunca,1,1,2,3,3,0,0,4,0,0,0,0,0,0,0,0,14
6mv37bdu85,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,2,2,2,1,1,1,1,2,1,1,1,4,1,1,0,0,21
6oqllls9nm,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,2,3,1,1,1,2,1,1,1,2,4,1,1,0,0,22
6pktko39ex,Nunca,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Muy a menudo,Casi nunca,Nunca,0,3,3,1,2,2,2,2,1,2,1,4,3,0,0,0,26
6q7xzvtd35,Muy a menudo,Casi nunca,A menudo,A menudo,A menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Nunca,4,1,3,1,1,0,0,1,1,1,2,2,3,0,0,0,20
6swtupt5xr,Casi nunca,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,1,1,3,1,2,2,1,1,1,2,1,4,2,1,0,0,23
6usbzwa17h,Nunca,Casi nunca,Muy a menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,De vez en cuando,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,0,1,4,0,1,0,0,2,0,2,4,4,0,2,0,0,20
6yon59jyyh,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Casi nunca,Muy a menudo,Muy a menudo,De vez en cuando,4,3,2,2,1,2,2,2,1,2,1,4,0,2,0,0,28
6zq4shfhao,De vez en cuando,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,Casi nunca,A menudo,Nunca,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,14
71xg31qmpf,A menudo,A menudo,Muy a menudo,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,3,3,4,2,1,1,1,2,2,1,2,3,1,2,0,0,28
726m18mmnu,A menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,A menudo,3,2,3,0,0,1,2,3,1,2,2,4,2,3,0,0,28
73516375,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,1,1,2,1,1,0,1,1,1,1,2,3,1,1,0,0,17
7523bteq4w,De vez en cuando,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,2,1,3,1,0,0,1,2,0,1,2,2,2,1,0,0,18
754nqmadud,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Casi nunca,A menudo,A menudo,A menudo,De vez en cuando,4,4,4,2,1,2,1,2,1,3,3,3,1,2,0,0,33
75vr3y2we9,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,1,1,1,3,3,1,1,4,2,2,2,3,2,2,0,0,28
7eswr199y7,Muy a menudo,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,De vez en cuando,A menudo,Muy a menudo,Casi nunca,Nunca,Muy a menudo,Muy a menudo,De vez en cuando,A menudo,4,4,4,2,1,2,1,4,3,4,4,4,2,3,0,0,42
7lxvs7tjhy,Casi nunca,Nunca,Casi nunca,De vez en cuando,A menudo,A menudo,Muy a menudo,Nunca,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,Nunca,1,0,1,2,1,1,0,0,0,1,2,3,1,0,0,0,13
7md4q0jsp3,Nunca,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,A menudo,A menudo,Nunca,Muy a menudo,A menudo,Nunca,Muy a menudo,Casi nunca,De vez en cuando,0,1,2,0,0,1,1,0,0,1,0,4,3,2,0,0,15
7meuscuc92,Casi nunca,Casi nunca,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,Casi nunca,1,1,2,1,0,1,1,1,1,2,1,4,2,1,0,0,19
7nq0yu29gg,De vez en cuando,A menudo,Casi nunca,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,2,3,1,1,1,2,2,1,1,3,2,4,2,2,0,0,27
7q5x5pm8cj,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,Nunca,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,2,2,3,2,2,1,2,2,1,4,2,3,2,2,0,0,30
7q9r270w7b,De vez en cuando,Casi nunca,A menudo,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,Casi nunca,Nunca,Muy a menudo,A menudo,Nunca,2,1,3,1,0,0,0,1,1,3,0,4,1,0,0,0,17
7rwt3yrohk,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,Casi nunca,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,De vez en cuando,De vez en cuando,Casi nunca,1,1,2,2,3,3,1,1,1,1,1,2,2,1,0,0,22
7u7sa47h79,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,A menudo,A menudo,Casi nunca,2,1,2,1,1,1,1,1,1,2,1,3,1,1,0,0,19
7xp8htlnlx,Muy a menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,A menudo,Muy a menudo,Nunca,Muy a menudo,4,3,4,2,2,1,2,4,1,3,3,4,4,4,0,0,41
7xw0g7kx2n,Casi nunca,De vez en cuando,Casi nunca,Nunca,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,A menudo,1,2,1,4,0,0,1,3,1,1,3,3,1,3,0,0,24
7zqhmbexsk,Nunca,Nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,0,0,3,0,0,0,0,1,0,0,1,4,0,1,0,0,10
81qcpq62fd,Casi nunca,Casi nunca,Muy a menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,A menudo,De vez en cuando,Casi nunca,1,1,4,2,1,1,2,2,2,2,1,3,2,1,0,0,25
83acj2utfl,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Casi nunca,1,1,2,1,1,1,2,2,1,2,2,2,1,1,0,0,20
83dgzovsus,Casi nunca,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,Casi nunca,1,1,2,1,1,1,2,2,3,2,2,3,1,1,0,0,23
83ytp1f6wd,Casi nunca,De vez en cuando,A menudo,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,De vez en cuando,1,2,3,2,1,2,2,3,2,2,2,3,2,2,0,0,29
85fqm1znj1,A menudo,A menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,Nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,3,3,3,1,2,2,2,3,1,4,3,4,2,3,0,0,36
86y9s7s027,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Nunca,A menudo,Nunca,De vez en cuando,A menudo,A menudo,Casi nunca,3,2,4,2,2,1,2,0,1,4,2,3,1,1,0,0,28
89065193,Casi nunca,Nunca,Casi nunca,A menudo,A menudo,A menudo,A menudo,Casi nunca,Muy a menudo,A menudo,Casi nunca,Casi nunca,A menudo,Nunca,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,11
89526622,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,Muy a menudo,Muy a menudo,Casi nunca,Casi nunca,Muy a menudo,Casi nunca,2,1,2,0,0,0,0,1,0,0,1,1,0,1,0,0,9
8a05r77m9u,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,A menudo,Nunca,2,1,2,1,0,0,1,1,1,2,1,2,1,0,0,0,15
8hd6p9ax28,Casi nunca,Casi nunca,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,A menudo,Casi nunca,De vez en cuando,Casi nunca,1,1,2,2,1,1,1,1,1,3,3,1,2,1,0,0,21
8hegp48hkm,Muy a menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,A menudo,Nunca,A menudo,A menudo,Muy a menudo,De vez en cuando,4,4,3,2,2,1,2,4,1,4,3,3,0,2,0,0,35
8mjj2bwd8k,Casi nunca,Casi nunca,Casi nunca,A menudo,A menudo,A menudo,Nunca,Nunca,Muy a menudo,A menudo,Nunca,Nunca,A menudo,Nunca,1,1,1,1,1,1,4,0,0,1,0,0,1,0,0,0,12
8np49osca4,Casi nunca,A menudo,Muy a menudo,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,Muy a menudo,A menudo,Casi nunca,1,3,4,1,0,0,1,3,1,1,2,4,1,1,0,0,23
8ol8znu6qw,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,De vez en cuando,Muy a menudo,De vez en cuando,Casi nunca,Casi nunca,A menudo,De vez en cuando,A menudo,3,2,4,2,2,1,2,4,2,3,1,3,2,3,0,0,34
8omb146lzs,A menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,Nunca,De vez en cuando,Casi nunca,Nunca,A menudo,3,3,4,1,1,2,2,3,1,4,2,1,4,3,0,0,34
8pf6wfvkm1,Muy a menudo,De vez en cuando,A menudo,Muy a menudo,Muy a menudo,A menudo,A menudo,Casi nunca,A menudo,Nunca,Casi nunca,Muy a menudo,A menudo,Nunca,4,2,3,0,0,1,1,1,1,4,1,4,1,0,0,0,23
8pncv8zjbz,Nunca,De vez en cuando,De vez en cuando,Muy a menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,Muy a menudo,Casi nunca,Muy a menudo,0,2,2,0,2,2,1,3,2,2,1,4,3,4,0,0,28
8tn5owhhbj,Muy a menudo,A menudo,Muy a menudo,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,A menudo,Muy a menudo,De vez en cuando,A menudo,4,3,4,1,1,2,2,3,1,2,3,4,2,3,0,0,35
8waltnxhre,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,A menudo,A menudo,De vez en cuando,A menudo,Casi nunca,De vez en cuando,A menudo,De vez en cuando,Casi nunca,3,3,2,2,1,1,1,2,1,3,2,3,2,1,0,0,27
8xxhehcpgo,Casi nunca,Nunca,Casi nunca,A menudo,Muy a menudo,Muy a menudo,Muy a menudo,Casi nunca,A menudo,Muy a menudo,De vez en cuando,Muy a menudo,Muy a menudo,Nunca,1,0,1,1,0,0,0,1,1,0,2,4,0,0,0,0,11
8xzhgc5qhz,Muy a menudo,A menudo,Muy a menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,Casi nunca,A menudo,4,3,4,1,2,2,2,1,2,3,2,4,3,3,0,0,36
8yhxs4w7er,De vez en cuando,Casi nunca,A menudo,A menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,A menudo,Casi nunca,2,1,3,1,1,1,1,2,1,1,2,2,1,1,0,0,20
90onvsazyg,A menudo,A menudo,Muy a menudo,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Muy a menudo,De vez en cuando,Nunca,Casi nunca,Muy a menudo,De vez en cuando,A menudo,3,3,4,2,2,3,2,4,2,4,1,4,2,3,0,0,39
911111111,De vez en cuando,Casi nunca,Muy a menudo,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,Casi nunca,De vez en cuando,Nunca,De vez en cuando,A menudo,Nunca,Casi nunca,2,1,4,2,2,2,2,1,2,4,2,3,4,1,0,0,32
912345678,Nunca,Nunca,A menudo,A menudo,A menudo,A menudo,A menudo,Casi nunca,A menudo,A menudo,Casi nunca,A menudo,Casi nunca,Casi nunca,0,0,3,1,1,1,1,1,1,1,1,3,3,1,0,0,18
91613582,De vez en cuando,Casi nunca,De vez en cuando,A menudo,A menudo,A menudo,Muy a menudo,Casi nunca,A menudo,De vez en cuando,Casi nunca,De vez en cuando,Casi nunca,Casi nunca,2,1,2,1,1,1,0,1,1,2,1,2,3,1,0,0,19
920505277,De vez en cuando,De vez en cuando,Muy a menudo,A menudo,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,Casi nunca,A menudo,Muy a menudo,De vez en cuando,A menudo,2,2,4,1,2,1,1,2,2,3,3,4,2,3,0,0,32
92s1ufy5s9,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,A menudo,De vez en cuando,A menudo,A menudo,Casi nunca,A menudo,Muy a menudo,Nunca,Muy a menudo,2,3,4,1,1,1,2,3,1,3,3,4,4,4,0,0,36
930187310,De vez en cuando,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,A menudo,De vez en cuando,De vez en cuando,De vez en cuando,A menudo,Muy a menudo,A menudo,A menudo,A menudo,2,2,2,2,1,1,2,2,2,1,4,3,1,3,0,0,28
