id,AIM_01_RAW,AIM_02_RAW,AIM_03_RAW,AIM_04_RAW,AIM_05_RAW,AIM_06_RAW,AIM_07_RAW,AIM_08_RAW,AIM_09_RAW,AIM_10_RAW,AIM_01_DIR,AIM_02_DIR,AIM_03_DIR,AIM_04_DIR,AIM_05_DIR,AIM_06_DIR,AIM_07_DIR,AIM_08_DIR,AIM_09_DIR,AIM_10_DIR,AIM_RAW_NA,AIM_DIR_NA,AIM_TramoIngreso_DIRd,AIM_DIRt
996092646,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,Más de 5.912.000,NA,NA,10,8,5,NA,NA,NA,NA,7,NA,NA,6,6,7,ab
996369540,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
996426677,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,10,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
996633848,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,7,3,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c2
996737561,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
997070802,Universitaria incompleta (carreras de 4 o más años).,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,8,3,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
997121749,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
997175441,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,9,8,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c1b
997364441,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,6,NA,NA,NA,NA,NA,3.851.000 – 6.717.000,NA,10,6,6,NA,NA,NA,NA,NA,6,NA,6,6,6,c1b
997412540,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,NS/NR,NA,NA,NA,9,8,4,NA,NA,NA,99,NA,NA,NA,6,6,99,NA
997421325,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
997451724,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,7,7,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c2
997498873,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,10,9,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c2
997737916,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,1,362 mil – 630 mil,NA,NA,NA,NA,NA,NA,7,7,1,4,NA,NA,NA,NA,NA,NA,6,6,4,c2
997759035,Media científico humanista o media técnico profesional completa; humanidades completas.,Empleados de oficina públicos y privados.,5,NA,NA,NA,NA,367 mil – 638 mil,NA,NA,5,6,5,NA,NA,NA,NA,2,NA,NA,6,6,2,d
997hakkpga,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,10,8,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c1a
998143054,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,9,8,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
998229820,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
998368437,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,8,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c1b
998376022,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
998414304,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
998461790,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
998779470,Sin estudios formales.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",4,NA,NA,NA,314 mil – 546 mil,NA,NA,NA,1,10,4,NA,NA,NA,2,NA,NA,NA,6,6,2,d
998854316,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
998858545,Media científico humanista o media técnico profesional completa; humanidades completas.,"Trabajadores no calificados en ventas y servicios, peones agropecuarios, forestales, construcción, etc.",3,NA,NA,257 mil – 446 mil,NA,NA,NA,NA,5,1,3,NA,NA,2,NA,NA,NA,NA,6,6,2,d
998875012,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
999093093,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
999188335,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,9,9,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
999361778,Media científico humanista o media técnico profesional completa; humanidades completas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",2,NA,587 mil – 1.023.000,NA,NA,NA,NA,NA,5,10,2,NA,4,NA,NA,NA,NA,NA,6,6,4,c3
999407649,Básica incompleta; primaria o preparatoria incompleta.,"Trabajadores no calificados en ventas y servicios, peones agropecuarios, forestales, construcción, etc.",5,NA,NA,NA,NA,367 mil – 638 mil,NA,NA,2,1,5,NA,NA,NA,NA,2,NA,NA,6,6,2,e
999540975,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
999732875,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
999919100,Instituto técnico (CFT) o instituto profesional incompleto (carreras de 1 a 3 años).,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,6,7,4,NA,NA,NA,7,NA,NA,NA,6,6,7,c1a
999920027,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,9,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
9aux5878qw,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,10,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
9e42sk7uwx,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
9fazm15vce,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,NS/NR,NA,NA,NA,10,8,4,NA,NA,NA,99,NA,NA,NA,6,6,99,NA
9fzejerrgn,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,8,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
9jn6juf41p,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Técnicos y profesionales de nivel medio (incluye hasta suboficiales FFAA y Carabineros).,3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,7,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
9m58os2md1,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
9nwcoby1v9,Universitaria incompleta (carreras de 4 o más años).,Empleados de oficina públicos y privados.,4,NA,NA,NA,547 mil – 953 mil,NA,NA,NA,8,6,4,NA,NA,NA,3,NA,NA,NA,6,6,3,c3
9oc1ekzpb4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
9t1plqtqau,"Postgrado (postítulo, master, magíster, doctor).","Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,10,10,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1b
9trmee5xbp,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,Más de 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,7,NA,NA,NA,6,6,7,ab
9veptk9vgf,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,7,9,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1b
a3hyn2c33g,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,337 mil – 586 mil,NA,NA,NA,NA,NA,9,9,2,NA,3,NA,NA,NA,NA,NA,6,6,3,c2
a7gqlr06rl,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
alb7auth21,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,Menos de 367 mil,NA,NA,10,8,5,NA,NA,NA,NA,1,NA,NA,6,6,1,c3
amm7bj9jry,Universitaria incompleta (carreras de 4 o más años).,Trabajadores de los servicios y vendedores de comercio y mercados.,3,NA,NA,447 mil – 779 mil,NA,NA,NA,NA,8,3,3,NA,NA,3,NA,NA,NA,NA,6,6,3,c3
any34zornc,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
aomxurnjy4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,9,8,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
aoufqyh9re,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
arh0u2f1wl,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,9,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
aux5emxvcs,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,4,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
aw2zmg3nud,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,3,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1b
awlgk55auv,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,9,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
awq3csm79d,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
azn2c07hqo,Universitaria incompleta (carreras de 4 o más años).,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,8,9,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1b
b0cr4kujz4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.024.000 – 1.785.000,NA,NA,NA,NA,NA,9,8,2,NA,5,NA,NA,NA,NA,NA,6,6,5,c1a
b47uht5yx2,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,10,8,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
b5aucdrp3d,Media científico humanista o media técnico profesional completa; humanidades completas.,"Otros grupos no identificados (incluye rentistas, personas en situación de discapacidad, etc.)",6,NA,NA,NA,NA,NA,726 mil – 1.265.000 mil,NA,5,10,6,NA,NA,NA,NA,NA,3,NA,6,6,3,c3
bbb7blvy7n,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,362 mil – 630 mil,NA,NA,NA,NA,NA,NA,9,8,1,4,NA,NA,NA,NA,NA,NA,6,6,4,c1b
bbg642lt7n,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",6,NA,NA,NA,NA,NA,3.851.000 – 6.717.000,NA,10,9,6,NA,NA,NA,NA,NA,6,NA,6,6,6,c1a
bdo0gv3oh0,"Postgrado (postítulo, master, magíster, doctor).",Empleados de oficina públicos y privados.,2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,6,2,NA,7,NA,NA,NA,NA,NA,6,6,7,c1a
bdqz4o49f5,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
bdyx9509mj,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
bk36nuv0wt,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,9,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
bl23a37lc5,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,9,9,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
blsfhggtdy,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Operadores de instalaciones y máquinas y montadores / conductores de vehículos.,3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,9,5,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1b
bqt4a3fr76,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,1.100.000 – 1.916.000,NA,NA,NA,NA,NA,NA,9,8,1,6,NA,NA,NA,NA,NA,NA,6,6,6,c1a
brnqmmla7g,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
bxrn095nmg,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,10,9,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
bygj9se2vr,Universitaria incompleta (carreras de 4 o más años).,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,8,9,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
c1q76x34l3,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,10,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
c4ht5lrajg,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,1.360.000 – 2.370.000,NA,NA,NA,NA,9,8,3,NA,NA,5,NA,NA,NA,NA,6,6,5,c1a
c5r7segqpk,Instituto técnico (CFT) o instituto profesional completo (carreras de 1 a 3 años); hasta suboficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,7,3,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
c8f3xbppht,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Trabajadores de los servicios y vendedores de comercio y mercados.,2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,3,2,NA,7,NA,NA,NA,NA,NA,6,6,7,c1b
c8g9jszal0,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,9,9,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
c8hu5bsh4e,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
cfkly9zxv2,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,8,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
cg1eldphlr,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,9,6,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c2
cggroeg4sr,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",2,NA,Más de 3.113.000,NA,NA,NA,NA,NA,10,8,2,NA,7,NA,NA,NA,NA,NA,6,6,7,ab
cj5ejfvtb3,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,Empleados de oficina públicos y privados.,4,NA,NA,NA,954 mil – 1.662.000,NA,NA,NA,9,6,4,NA,NA,NA,4,NA,NA,NA,6,6,4,c2
cjjbo78l0u,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",1,631 mil – 1.099.000,NA,NA,NA,NA,NA,NA,9,8,1,5,NA,NA,NA,NA,NA,NA,6,6,5,c1a
cn589l7pn4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",3,NA,NA,Más de 4.135.000,NA,NA,NA,NA,9,8,3,NA,NA,7,NA,NA,NA,NA,6,6,7,ab
cq1xv602w1,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,3.3980.000 – 5.912.000,NA,NA,9,8,5,NA,NA,NA,NA,6,NA,NA,6,6,6,c1a
cr0j272mz4,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",5,NA,NA,NA,NA,1.944.000 – 3.389.000,NA,NA,9,8,5,NA,NA,NA,NA,5,NA,NA,6,6,5,c1a
cu389mbfxe,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",4,NA,NA,NA,1.663.000 – 2.899.000,NA,NA,NA,10,9,4,NA,NA,NA,5,NA,NA,NA,6,6,5,c1a
cv962bvx5t,"Postgrado (postítulo, master, magíster, doctor).","Profesionales, científicos e intelectuales.",1,362 mil – 630 mil,NA,NA,NA,NA,NA,NA,10,8,1,4,NA,NA,NA,NA,NA,NA,6,6,4,c1b
d1wdaer3c5,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",2,NA,1.786.000 – 3.113.000,NA,NA,NA,NA,NA,9,8,2,NA,6,NA,NA,NA,NA,NA,6,6,6,c1a
d24o1c3w7n,Universitaria completa (carreras de 4 o más años); oficial de FFAA y Carabineros.,"Profesionales, científicos e intelectuales.",4,NA,NA,NA,2.900.000 – 5.057.000,NA,NA,NA,9,8,4,NA,NA,NA,6,NA,NA,NA,6,6,6,c1a
d2s2l3na16,"Postgrado (postítulo, master, magíster, doctor).","Alto ejecutivo (gerente general o gerente de área o sector) de empresa privadas o pública- Director o dueño de grandes empresa- Alto directivo del poder ejecutivo, de los cuerpos legislativos y la administración pública (incluye oficiales de FFAA y Carabineros).",3,NA,NA,2.371.000 – 4.135.000,NA,NA,NA,NA,10,9,3,NA,NA,6,NA,NA,NA,NA,6,6,6,c1a
d5w1gpjg45,Media científico humanista o media técnico profesional completa; humanidades completas.,Agricultores y trabajadores calificados agropecuarios y pesqueros.,3,NA,NA,780 mil – 1.359.000,NA,NA,NA,NA,5,4,3,NA,NA,4,NA,NA,NA,NA,6,6,4,c3
